title,artist,description,purchase_price,sale_price,gross_appreciation_multiplier,gross_appreciation_period,url,has_image,image_url
An original watercolour on paper and two black and white lithographs accompanying a set of lecture par henri michaux de huit lithographies de zao wou-ki,ZAO WOU KI (b. 1920 d. 2013),a watercolour and two black and white lithographs accompanying a set of eight coloured lithographs i,$60.6K,$103.6K,1.7x,7 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/an-original-watercolour-on-paper-and-two-black-and-white-lithographs-accompanying-a-set-of-lecture-par-henri-michaux-de-huit-lithographies-de-zao-wou-ki-1950-w:fcd298ab9632a23,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CH13276lot254.jpg
Zao wou-ki 趙無極 | château - 07.52-05.06.55 莊園 07.52-05.06.55,ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$1.2M,$2M,1.6x,4 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/zao-wou-ki--%7C-chteau---07.52-05.06.55--07.52-05.06.55-w:9e3905a61c6b5c3,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SHK1088lot1002.jpg
8-2-72,ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$1.3M,$2M,1.6x,3 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/8-2-72-1972-w:816f4598094339b,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CH2825lot1007.jpg
Untitled,ZAO WOU KI (b. 1920 d. 2013),ink on paper laid on paper,$51.3K,$79.9K,1.6x,3 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/untitled-1986-w:208f31ff9c0f91e,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SH15620lot213.jpg
Water music,ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$4.2M,$6.3M,1.5x,3 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/water-music-1957-w:89b2127c63c5b81,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CH14617lot3.jpg
Untitled,ZAO WOU KI (b. 1920 d. 2013),"""watercolour, gouache and ink on paper""",$26.7K,$37.9K,1.4x,3 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/untitled-w:af203dbe89f0fe6,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL20069lot623.jpg
01.11.86,ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$1.2M,$1.7M,1.4x,7 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/01.11.86-1986-w:a0be36d8382bea2,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/RHK0928lot263.jpg
04.02.88,ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$392.6K,$550.7K,1.4x,4 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/04.02.88-1988-w:822553df4729bb0,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CH13272lot182.jpg
18.03.68,ZAO WOU KI (b. 1920 d. 2013),678.18 cm x 612.14 cm,$2M,$2.8M,1.4x,5 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/18.03.68-1968-w:c9f77a84e7ed396,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CH16894lot57.jpg
Ailleurs,ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$4.9M,$6.6M,1.4x,3 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/ailleurs-1955-w:5f325e1fa998cdb,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SHK010119lot1018.jpg
Untitled,ZAO WOU KI (b. 1920 d. 2013),india ink on paper,$46.5K,$62.5K,1.3x,3 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/untitled-1999-w:acc922a65a4f93c,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CPF1935lot200.jpg
Untitled,ZAO WOU KI (b. 1920 d. 2013),ink on paper,$120.5K,$161.2K,1.3x,5 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/untitled-1981-w:ab9edc99b684589,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/AHK0654lot300.jpg
Untitled,ZAO WOU KI (b. 1920 d. 2013),gouache on paper,$62.2K,$78K,1.3x,1 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/untitled-1970-w:8ce36f8463dc5d9,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/KHK010420lot229.jpg
Sans titre,ZAO WOU KI (b. 1920 d. 2013),ink on paper,$121.5K,$143.3K,1.2x,1 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/sans-titre-1984-w:d6717c8ba34d768,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/BHK0858lot37.jpg
Untitled,ZAO WOU KI (b. 1920 d. 2013),watercolour on paper,$52.2K,$59.7K,1.1x,2 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/untitled-1981-w:aef794fae5c45c5,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CUK010612lot101.jpg
05.06.63,ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$2.4M,$2.6M,1.1x,7 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/05.06.63-1963-w:a220b6d0a4d4c15,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CH13278lot1129.jpg
Untitled,ZAO WOU KI (b. 1920 d. 2013),ink on paper,$46.4K,$47.9K,1x,3 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/untitled-1953-w:13666b690c36ad0,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SHK0626lot126.jpg
Untitled,ZAO WOU KI (b. 1920 d. 2013),ink on paper,$96.7K,$95.9K,1x,4 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/untitled-1995-w:efcd0bfd9bd608d,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SHK010418lot5138.jpg
La course,ZAO WOU KI (b. 1920 d. 2013),oil on board,$593K,$582.7K,1x,4 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/la-course-1949-w:0b770deed093157,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SHK0809lot556.jpg
10.2.81,ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$3.1M,$3M,1x,1 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/10.2.81-1981-w:6dbb9f92ae94e4d,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN19809lot4.jpg
09.08.50,ZAO WOU KI (b. 1920 d. 2013),oil on canvas,$311.7K,$287.5K,0.9x,7 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/09.08.50-1950-w:9dbe302248cd512,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CHK010117lot1073.jpg
Untitled,ZAO WOU KI (b. 1920 d. 2013),gouache and watercolour on paper,$246.9K,$221K,0.9x,4 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/untitled-1961-w:534d9079c199999,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SPF1715lot115.jpg
Untitled,ZAO WOU KI (b. 1920 d. 2013),ink on paper,$56.7K,$47.4K,0.8x,4 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/untitled-1985-w:756751e0a2227fc,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SUK010716lot46.jpg
Untitled,ZAO WOU KI (b. 1920 d. 2013),38.1 cm x 45.72 cm,$88.6K,$61.3K,0.7x,7 years,https://www.masterworks.com/research/artist/ZAO-WOU-KI/artwork/untitled-1954-w:14435ea3916b035,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CH16896lot3315.jpg
